SP_CODE,DATE,YEAR,DOY,PLOT,SITE,ASPECT,PHENO,MAIN_PHENO,INFL,FLS,FRT,NAME,LIFESPAN,TYPE,NATIVE,PollinatorResource,BEE,BUTTERFLY,FLY,MOTHS,BEETLES
BRADIS,6/6/17,2017,157,BHS3,BH,S,FR,FR,3,0,3,Brachypodium distachyon,A,G,N,N,N,N,N,N,N
BRADIS,5/13/17,2017,133,DPN3,DP,N,FL,FL,12,12,0,Brachypodium distachyon,A,G,N,N,N,N,N,N,N
BRADIS,6/30/16,2016,182,TPS3,TP,S,"FL, FR",FR,0,0,0,Brachypodium distachyon,A,G,N,N,N,N,N,N,N
BRADIS,6/14/16,2016,166,TPN1,TP,N,"FL, FR",FR,117,4,113,Brachypodium distachyon,A,G,N,N,N,N,N,N,N
BRADIS,4/28/17,2017,118,FRS1,FR,S,NA,NA,0,0,0,Brachypodium distachyon,A,G,N,N,N,N,N,N,N
BRADIS,6/1/16,2016,153,TPN1,TP,N,FL,FL,141,140,1,Brachypodium distachyon,A,G,N,N,N,N,N,N,N
BRADIS,5/8/18,2018,128,BHN1,BH,N,FL,FL,1,1,0,Brachypodium distachyon,A,G,N,N,N,N,N,N,N
BRADIS,5/30/17,2017,150,TPN1,TP,N,FL,FL,267,267,0,Brachypodium distachyon,A,G,N,N,N,N,N,N,N
BRADIS,6/1/15,2015,152,TPN1,TP,N,FR,FR,85,85,0,Brachypodium distachyon,A,G,N,N,N,N,N,N,N
BRADIS,3/24/17,2017,83,TTS2,TT,S,NA,NA,0,0,0,Brachypodium distachyon,A,G,N,N,N,N,N,N,N
BRADIS,5/11/16,2016,132,BHS3,BH,S,B,B,0,0,0,Brachypodium distachyon,A,G,N,N,N,N,N,N,N
BRADIS,6/30/16,2016,182,BHS3,BH,S,FR,FR,0,0,0,Brachypodium distachyon,A,G,N,N,N,N,N,N,N
BRADIS,6/6/17,2017,157,DPS3,DP,S,FR,FR,146,0,146,Brachypodium distachyon,A,G,N,N,N,N,N,N,N
BRADIS,5/17/18,2018,137,BHN3,BH,N,FL,FL,1,1,0,Brachypodium distachyon,A,G,N,N,N,N,N,N,N
BRADIS,6/6/17,2017,157,DPS2,DP,S,FR,FR,145,0,145,Brachypodium distachyon,A,G,N,N,N,N,N,N,N
BRADIS,6/21/16,2016,173,TPN3,TP,N,FR,FR,0,0,0,Brachypodium distachyon,A,G,N,N,N,N,N,N,N
BRADIS,6/7/16,2016,159,TPS3,TP,S,"FL, FR",FR,53,4,49,Brachypodium distachyon,A,G,N,N,N,N,N,N,N
BRADIS,6/1/16,2016,153,BHS3,BH,S,FL,FL,2,2,0,Brachypodium distachyon,A,G,N,N,N,N,N,N,N
BRADIS,6/7/18,2018,158,DPN3,DP,N,"FL,FR",FR,NA,4,NA,Brachypodium distachyon,A,G,N,N,N,N,N,N,N
BRADIS,5/4/16,2016,125,TPN1,TP,N,FL,FL,101,101,0,Brachypodium distachyon,A,G,N,N,N,N,N,N,N
BRADIS,5/3/17,2017,123,DPS3,DP,S,FL,FL,197,197,0,Brachypodium distachyon,A,G,N,N,N,N,N,N,N
BRADIS,4/10/17,2017,100,TPS3,TP,S,NA,NA,0,0,0,Brachypodium distachyon,A,G,N,N,N,N,N,N,N
BRADIS,6/14/16,2016,166,TPS3,TP,S,FR,FR,51,1,50,Brachypodium distachyon,A,G,N,N,N,N,N,N,N
BRADIS,6/17/17,2017,168,TTS2,TT,S,FL,FL,0,0,0,Brachypodium distachyon,A,G,N,N,N,N,N,N,N
BRADIS,6/12/17,2017,163,TPN1,TP,N,"FL,FR",FR,117,20,97,Brachypodium distachyon,A,G,N,N,N,N,N,N,N
BRADIS,5/4/16,2016,125,DPS3,DP,S,FL,FL,158,158,0,Brachypodium distachyon,A,G,N,N,N,N,N,N,N
BRADIS,6/7/18,2018,158,DPN2,DP,N,FR,FR,0,0,0,Brachypodium distachyon,A,G,N,N,N,N,N,N,N
BRADIS,6/17/17,2017,168,DPN3,DP,N,FR,FR,0,0,0,Brachypodium distachyon,A,G,N,N,N,N,N,N,N
BRADIS,6/24/18,2018,175,FRN1,FR,N,FR,FR,0,0,0,Brachypodium distachyon,A,G,N,N,N,N,N,N,N
BRADIS,6/7/18,2018,158,TPN1,TP,N,"FL,FR",FL,58,53,5,Brachypodium distachyon,A,G,N,N,N,N,N,N,N
BRADIS,6/27/17,2017,178,TPN3,TP,N,FR,FR,0,0,0,Brachypodium distachyon,A,G,N,N,N,N,N,N,N
BRADIS,6/6/17,2017,157,TPN3,TP,N,"FL,FR",FL,114,101,13,Brachypodium distachyon,A,G,N,N,N,N,N,N,N
BRADIS,5/30/18,2018,150,DPS3,DP,S,"FL,FR",FR,117,26,91,Brachypodium distachyon,A,G,N,N,N,N,N,N,N
BRADIS,5/24/18,2018,144,BHN2,BH,N,FL,FL,1,1,0,Brachypodium distachyon,A,G,N,N,N,N,N,N,N
BRADIS,6/30/16,2016,182,FRN1,FR,N,FR,FR,0,0,0,Brachypodium distachyon,A,G,N,N,N,N,N,N,N
BRADIS,6/1/15,2015,152,DPS3,DP,S,FR,FR,67,0,67,Brachypodium distachyon,A,G,N,N,N,N,N,N,N
BRADIS,5/30/17,2017,150,BHS2,BH,S,"FL,FR",FR,10,4,6,Brachypodium distachyon,A,G,N,N,N,N,N,N,N
BRADIS,6/30/16,2016,182,TPS2,TP,S,FR,FR,0,0,0,Brachypodium distachyon,A,G,N,N,N,N,N,N,N
BRADIS,4/28/17,2017,118,DPS2,DP,S,FL,FL,269,269,0,Brachypodium distachyon,A,G,N,N,N,N,N,N,N
BRADIS,5/22/17,2017,142,FRS1,FR,S,FL,FL,4,4,0,Brachypodium distachyon,A,G,N,N,N,N,N,N,N
BRADIS,6/17/17,2017,168,DPN1,DP,N,FL,FL,0,0,0,Brachypodium distachyon,A,G,N,N,N,N,N,N,N
BRADIS,6/12/17,2017,163,DPS2,DP,S,FR,FR,0,0,0,Brachypodium distachyon,A,G,N,N,N,N,N,N,N
BRADIS,5/8/18,2018,128,BHS3,BH,S,FL,FL,8,8,0,Brachypodium distachyon,A,G,N,N,N,N,N,N,N
BRADIS,6/7/16,2016,159,DPS2,DP,S,"FL, FR",FR,98,1,97,Brachypodium distachyon,A,G,N,N,N,N,N,N,N
BRADIS,6/30/16,2016,182,TPN2,TP,N,FR,FR,0,0,0,Brachypodium distachyon,A,G,N,N,N,N,N,N,N
BRADIS,6/17/17,2017,168,TPS2,TP,S,FR,FR,0,0,0,Brachypodium distachyon,A,G,N,N,N,N,N,N,N
BRADIS,6/1/15,2015,152,DPS1,DP,S,FR,FR,3,0,3,Brachypodium distachyon,A,G,N,N,N,N,N,N,N
BRADIS,4/10/17,2017,100,TTS2,TT,S,NA,NA,0,0,0,Brachypodium distachyon,A,G,N,N,N,N,N,N,N
BRADIS,6/12/17,2017,163,FRS2,FR,S,FL,FL,0,0,0,Brachypodium distachyon,A,G,N,N,N,N,N,N,N
BRADIS,4/20/15,2015,110,TPN2,TP,N,B,B,0,0,0,Brachypodium distachyon,A,G,N,N,N,N,N,N,N
BRADIS,6/27/17,2017,178,DPS1,DP,S,FR,FR,0,0,0,Brachypodium distachyon,A,G,N,N,N,N,N,N,N
BRADIS,3/24/17,2017,83,DPS3,DP,S,NA,NA,0,0,0,Brachypodium distachyon,A,G,N,N,N,N,N,N,N
BRADIS,5/8/18,2018,128,BHN2,BH,N,FR,FR,1,0,1,Brachypodium distachyon,A,G,N,N,N,N,N,N,N
BRADIS,5/13/17,2017,133,FRS1,FR,S,FL,FL,2,2,0,Brachypodium distachyon,A,G,N,N,N,N,N,N,N
BRADIS,6/6/17,2017,157,TPN1,TP,N,"FL,FR",FL,117,64,53,Brachypodium distachyon,A,G,N,N,N,N,N,N,N
BRADIS,6/21/16,2016,173,TPS1,TP,S,FR,FR,0,0,0,Brachypodium distachyon,A,G,N,N,N,N,N,N,N
BRADIS,6/21/16,2016,173,DPS2,DP,S,FR,FR,0,0,0,Brachypodium distachyon,A,G,N,N,N,N,N,N,N
BRADIS,6/30/16,2016,182,TPN3,TP,N,FR,FR,0,0,0,Brachypodium distachyon,A,G,N,N,N,N,N,N,N
BRADIS,5/30/17,2017,150,DPS2,DP,S,"FL,FR",FR,145,13,132,Brachypodium distachyon,A,G,N,N,N,N,N,N,N
BRADIS,6/1/16,2016,153,DPN2,DP,N,FL,FL,1,1,0,Brachypodium distachyon,A,G,N,N,N,N,N,N,N
BRADIS,3/24/17,2017,83,TPS2,TP,S,NA,NA,0,0,0,Brachypodium distachyon,A,G,N,N,N,N,N,N,N
BRADIS,6/24/18,2018,175,DPN3,DP,N,FR,FR,0,0,0,Brachypodium distachyon,A,G,N,N,N,N,N,N,N
BRADIS,5/18/16,2016,139,DPS3,DP,S,FL,FL,124,124,0,Brachypodium distachyon,A,G,N,N,N,N,N,N,N
BRADIS,5/8/15,2015,128,TPN2,TP,N,FL,FL,80,80,0,Brachypodium distachyon,A,G,N,N,N,N,N,N,N
BRADIS,5/8/18,2018,128,DPN3,DP,N,FL,FL,2,2,0,Brachypodium distachyon,A,G,N,N,N,N,N,N,N
BRADIS,5/20/15,2015,140,TPS2,TP,S,FR,FR,17,0,17,Brachypodium distachyon,A,G,N,N,N,N,N,N,N
BRADIS,5/30/18,2018,150,TPS3,TP,S,"FL,FR",FL,44,41,3,Brachypodium distachyon,A,G,N,N,N,N,N,N,N
BRADIS,5/4/16,2016,125,TPS1,TP,S,FL,FL,4,4,0,Brachypodium distachyon,A,G,N,N,N,N,N,N,N
BRADIS,6/24/18,2018,175,DPN3,DP,N,FR,FR,0,0,0,Brachypodium distachyon,A,G,N,N,N,N,N,N,N
BRADIS,5/1/18,2018,121,TPN3,TP,N,"B,FL",B,1,1,0,Brachypodium distachyon,A,G,N,N,N,N,N,N,N
BRADIS,6/27/17,2017,178,TPS2,TP,S,FR,FR,0,0,0,Brachypodium distachyon,A,G,N,N,N,N,N,N,N
BRADIS,5/17/18,2018,137,TPS1,TP,S,FL,FL,12,12,0,Brachypodium distachyon,A,G,N,N,N,N,N,N,N
BRADIS,5/26/16,2016,147,DPN2,DP,N,FL,FL,1,1,0,Brachypodium distachyon,A,G,N,N,N,N,N,N,N
BRADIS,6/1/16,2016,153,FRS1,FR,S,FR,FR,0,0,0,Brachypodium distachyon,A,G,N,N,N,N,N,N,N
BRADIS,5/13/17,2017,133,TPN1,TP,N,FL,FL,179,179,0,Brachypodium distachyon,A,G,N,N,N,N,N,N,N
BRADIS,5/26/16,2016,147,FRS1,FR,S,"FL,  FR",FL,2,1,1,Brachypodium distachyon,A,G,N,N,N,N,N,N,N
BRADIS,5/24/18,2018,144,DPN2,DP,N,FL,FL,4,4,0,Brachypodium distachyon,A,G,N,N,N,N,N,N,N
BRADIS,5/8/18,2018,128,DPN2,DP,N,FL,FL,2,2,0,Brachypodium distachyon,A,G,N,N,N,N,N,N,N
BRADIS,6/27/17,2017,178,DPN3,DP,N,FR,FR,0,0,0,Brachypodium distachyon,A,G,N,N,N,N,N,N,N
BRADIS,6/21/16,2016,173,DPS3,DP,S,FR,FR,0,0,0,Brachypodium distachyon,A,G,N,N,N,N,N,N,N
BRADIS,4/28/17,2017,118,DPS3,DP,S,FL,FL,187,187,0,Brachypodium distachyon,A,G,N,N,N,N,N,N,N
BRADIS,6/21/16,2016,173,FRN1,FR,N,FR,FR,0,0,0,Brachypodium distachyon,A,G,N,N,N,N,N,N,N
BRADIS,4/19/16,2016,110,DPS1,DP,S,FL,FL,19,19,0,Brachypodium distachyon,A,G,N,N,N,N,N,N,N
BRADIS,4/10/17,2017,100,TPN1,TP,N,NA,NA,0,0,0,Brachypodium distachyon,A,G,N,N,N,N,N,N,N
BRADIS,4/20/17,2017,110,TPN2,TP,N,"B,FL",B,1,1,0,Brachypodium distachyon,A,G,N,N,N,N,N,N,N
BRADIS,4/25/15,2015,115,TPN2,TP,N,FL,FL,6,6,0,Brachypodium distachyon,A,G,N,N,N,N,N,N,N
BRADIS,5/11/16,2016,132,BHN2,BH,N,FL,FL,1,1,0,Brachypodium distachyon,A,G,N,N,N,N,N,N,N
BRADIS,3/24/17,2017,83,DPN1,DP,N,NA,NA,0,0,0,Brachypodium distachyon,A,G,N,N,N,N,N,N,N
BRADIS,6/30/16,2016,182,DPN1,DP,N,FR,FR,0,0,0,Brachypodium distachyon,A,G,N,N,N,N,N,N,N
BRADIS,6/1/16,2016,153,DPS3,DP,S,"FL, FR",FR,248,16,232,Brachypodium distachyon,A,G,N,N,N,N,N,N,N
BRADIS,5/13/17,2017,133,DPN1,DP,N,FL,FL,11,11,0,Brachypodium distachyon,A,G,N,N,N,N,N,N,N
BRADIS,6/1/16,2016,153,TPN2,TP,N,"FL, FR",FL,179,177,2,Brachypodium distachyon,A,G,N,N,N,N,N,N,N
BRADIS,6/6/17,2017,157,FRS2,FR,S,FL,FL,1,0,1,Brachypodium distachyon,A,G,N,N,N,N,N,N,N
BRADIS,5/1/18,2018,121,BHS2,BH,S,FL,FL,3,3,0,Brachypodium distachyon,A,G,N,N,N,N,N,N,N
BRADIS,6/21/16,2016,173,FRS1,FR,S,FR,FR,0,0,0,Brachypodium distachyon,A,G,N,N,N,N,N,N,N
BRADIS,5/24/18,2018,144,DPN3,DP,N,FL,FL,7,0,7,Brachypodium distachyon,A,G,N,N,N,N,N,N,N
BRADIS,5/26/16,2016,147,TPN3,TP,N,FL,FL,35,35,0,Brachypodium distachyon,A,G,N,N,N,N,N,N,N
BRADIS,4/26/16,2016,117,TPN3,TP,N,"B, FL",FL,3,3,0,Brachypodium distachyon,A,G,N,N,N,N,N,N,N
BRADIS,5/11/16,2016,132,FRS1,FR,S,FL,FL,1,1,0,Brachypodium distachyon,A,G,N,N,N,N,N,N,N
BRADIS,5/24/18,2018,144,DPS1,DP,S,FL,FL,61,58,3,Brachypodium distachyon,A,G,N,N,N,N,N,N,N
BRADIS,5/4/16,2016,125,DPN3,DP,N,FL,FL,7,7,0,Brachypodium distachyon,A,G,N,N,N,N,N,N,N
BRADIS,3/24/17,2017,83,TPN3,TP,N,NA,NA,0,0,0,Brachypodium distachyon,A,G,N,N,N,N,N,N,N
BRADIS,5/17/18,2018,137,DPN1,DP,N,FL,FL,8,8,0,Brachypodium distachyon,A,G,N,N,N,N,N,N,N
BRADIS,4/2/17,2017,92,DPS3,DP,S,NA,NA,0,0,0,Brachypodium distachyon,A,G,N,N,N,N,N,N,N
BRADIS,4/20/17,2017,110,DPS3,DP,S,"B,FL",FL,216,216,0,Brachypodium distachyon,A,G,N,N,N,N,N,N,N
BRADIS,5/24/18,2018,144,BHN1,BH,N,FR,FR,1,1,0,Brachypodium distachyon,A,G,N,N,N,N,N,N,N
BRIMAX,5/1/15,2015,121,DPN1,DP,N,FL,FL,41,41,0,Briza maxima,A,G,N,N,N,N,N,N,N
BRIMAX,5/4/16,2016,125,TPN1,TP,N,FL,FL,1,1,0,Briza maxima,A,G,N,N,N,N,N,N,N
BRIMAX,5/18/16,2016,139,DPN3,DP,N,"FL, FR",FL,92,86,6,Briza maxima,A,G,N,N,N,N,N,N,N
BRIMAX,5/8/18,2018,128,TPN1,TP,N,NA,NA,0,0,0,Briza maxima,A,G,N,N,N,N,N,N,N
BRIMAX,4/2/17,2017,92,DPN3,DP,N,NA,NA,0,0,0,Briza maxima,A,G,N,N,N,N,N,N,N
BRIMAX,4/19/16,2016,110,DPN2,DP,N,L,L,0,0,0,Briza maxima,A,G,N,N,N,N,N,N,N
BRIMAX,4/2/17,2017,92,TPN1,TP,N,NA,NA,0,0,0,Briza maxima,A,G,N,N,N,N,N,N,N
BRIMAX,5/30/18,2018,150,DPN2,DP,N,FR,FR,0,0,0,Briza maxima,A,G,N,N,N,N,N,N,N
BRIMAX,6/1/15,2015,152,DPN2,DP,N,FR,FR,14,0,14,Briza maxima,A,G,N,N,N,N,N,N,N
BRIMAX,5/22/17,2017,142,DPN1,DP,N,FR,FR,173,0,173,Briza maxima,A,G,N,N,N,N,N,N,N
BRIMAX,3/24/17,2017,83,TPN1,TP,N,NA,NA,0,0,0,Briza maxima,A,G,N,N,N,N,N,N,N
BRIMAX,5/22/17,2017,142,TPN1,TP,N,FR,FR,6,0,6,Briza maxima,A,G,N,N,N,N,N,N,N
BRIMAX,4/28/17,2017,118,DPN1,DP,N,FL,FL,85,85,0,Briza maxima,A,G,N,N,N,N,N,N,N
BRIMAX,4/19/16,2016,110,DPN1,DP,N,"B, FL",B,6,6,0,Briza maxima,A,G,N,N,N,N,N,N,N
BRIMAX,6/1/16,2016,153,DPN3,DP,N,"FL, FR",FR,115,2,113,Briza maxima,A,G,N,N,N,N,N,N,N
BRIMAX,6/21/16,2016,173,DPN3,DP,N,FR,FR,0,0,0,Briza maxima,A,G,N,N,N,N,N,N,N
BRIMAX,5/20/15,2015,140,DPN1,DP,N,FR,FR,41,0,41,Briza maxima,A,G,N,N,N,N,N,N,N
BRIMAX,3/24/17,2017,83,DPN2,DP,N,NA,NA,0,0,0,Briza maxima,A,G,N,N,N,N,N,N,N
BRIMAX,6/9/15,2015,160,DPN3,DP,N,FR,FR,84,0,84,Briza maxima,A,G,N,N,N,N,N,N,N
BRIMAX,4/20/15,2015,110,DPN2,DP,N,FL,FL,3,3,0,Briza maxima,A,G,N,N,N,N,N,N,N
BRIMAX,4/2/17,2017,92,DPN1,DP,N,NA,NA,0,0,0,Briza maxima,A,G,N,N,N,N,N,N,N
BRIMAX,5/18/16,2016,139,TPN1,TP,N,FR,FR,1,1,0,Briza maxima,A,G,N,N,N,N,N,N,N
BRIMAX,4/25/15,2015,115,DPN2,DP,N,FL,FL,7,7,0,Briza maxima,A,G,N,N,N,N,N,N,N
BRIMAX,4/10/17,2017,100,DPN2,DP,N,NA,NA,0,0,0,Briza maxima,A,G,N,N,N,N,N,N,N
BRIMAX,4/20/17,2017,110,DPN2,DP,N,B,B,0,0,0,Briza maxima,A,G,N,N,N,N,N,N,N
BRIMAX,4/10/17,2017,100,TPN1,TP,N,B,B,2,2,0,Briza maxima,A,G,N,N,N,N,N,N,N
BRIMAX,5/8/15,2015,128,DPN1,DP,N,FL,FL,32,32,0,Briza maxima,A,G,N,N,N,N,N,N,N
BRIMAX,4/28/17,2017,118,TPN1,TP,N,FL,FL,4,4,0,Briza maxima,A,G,N,N,N,N,N,N,N
BRIMAX,4/13/15,2015,103,DPN2,DP,N,FL,FL,1,1,0,Briza maxima,A,G,N,N,N,N,N,N,N
BRIMAX,5/18/16,2016,139,DPN1,DP,N,FL,FL,70,70,0,Briza maxima,A,G,N,N,N,N,N,N,N
BRIMAX,4/2/17,2017,92,DPN2,DP,N,NA,NA,0,0,0,Briza maxima,A,G,N,N,N,N,N,N,N
BRIMAX,5/13/17,2017,133,DPN2,DP,N,FL,FL,38,38,0,Briza maxima,A,G,N,N,N,N,N,N,N
BRIMAX,5/1/15,2015,121,DPN2,DP,N,FL,FL,11,11,0,Briza maxima,A,G,N,N,N,N,N,N,N
BRIMAX,5/26/16,2016,147,DPN3,DP,N,"FL, FR",FR,98,11,97,Briza maxima,A,G,N,N,N,N,N,N,N
BRIMAX,6/6/17,2017,157,DPN1,DP,N,FR,FR,0,0,0,Briza maxima,A,G,N,N,N,N,N,N,N
BRIMAX,5/30/18,2018,150,DPN1,DP,N,"FL, FR",FR,110,0,110,Briza maxima,A,G,N,N,N,N,N,N,N
BRIMAX,5/26/16,2016,147,TPN1,TP,N,FR,FR,1,0,1,Briza maxima,A,G,N,N,N,N,N,N,N
BRIMAX,6/17/17,2017,168,TPN1,TP,N,FR,FR,0,0,0,Briza maxima,A,G,N,N,N,N,N,N,N
BRIMAX,4/26/16,2016,117,DPN3,DP,N,"B, FL",FL,96,96,0,Briza maxima,A,G,N,N,N,N,N,N,N
BRIMAX,6/12/17,2017,163,DPN1,DP,N,FR,FR,0,0,0,Briza maxima,A,G,N,N,N,N,N,N,N
BRIMAX,4/12/16,2016,103,TPN1,TP,N,"B, FL",B,1,1,0,Briza maxima,A,G,N,N,N,N,N,N,N
BRIMAX,5/8/18,2018,128,DPN1,DP,N,FL,FL,76,76,0,Briza maxima,A,G,N,N,N,N,N,N,N
BRIMAX,5/1/18,2018,121,DPN1,DP,N,FL,FL,57,57,0,Briza maxima,A,G,N,N,N,N,N,N,N
BRIMAX,5/1/18,2018,121,DPN3,DP,N,FL,FL,36,36,0,Briza maxima,A,G,N,N,N,N,N,N,N
BRIMAX,5/11/16,2016,132,TPN1,TP,N,FL,FL,1,1,0,Briza maxima,A,G,N,N,N,N,N,N,N
BRIMAX,4/26/16,2016,117,DPN2,DP,N,"B, FL",B,1,1,0,Briza maxima,A,G,N,N,N,N,N,N,N
BRIMAX,5/3/17,2017,123,DPN3,DP,N,FL,FL,272,272,0,Briza maxima,A,G,N,N,N,N,N,N,N
BRIMAX,5/4/16,2016,125,DPN1,DP,N,FL,FL,106,106,0,Briza maxima,A,G,N,N,N,N,N,N,N
BRIMAX,4/12/16,2016,103,DPN3,DP,N,FL,FL,3,3,0,Briza maxima,A,G,N,N,N,N,N,N,N
BRIMAX,5/30/17,2017,150,DPN2,DP,N,FR,FR,0,0,0,Briza maxima,A,G,N,N,N,N,N,N,N
BRIMAX,5/8/15,2015,128,DPN3,DP,N,FL,FL,87,87,0,Briza maxima,A,G,N,N,N,N,N,N,N
BRIMAX,4/20/17,2017,110,DPN1,DP,N,"B,FL",B,1,1,0,Briza maxima,A,G,N,N,N,N,N,N,N
BRIMAX,4/25/15,2015,115,DPN1,DP,N,FL,FL,28,28,0,Briza maxima,A,G,N,N,N,N,N,N,N
BRIMAX,5/24/18,2018,144,TPN1,TP,N,FR,FR,1,0,1,Briza maxima,A,G,N,N,N,N,N,N,N
BRIMAX,4/28/17,2017,118,DPN3,DP,N,FL,FL,143,143,0,Briza maxima,A,G,N,N,N,N,N,N,N
BRIMAX,5/11/16,2016,132,DPN2,DP,N,FL,FL,12,12,0,Briza maxima,A,G,N,N,N,N,N,N,N
BRIMAX,3/30/15,2015,89,DPN2,DP,N,"B, FL",FL,1,1,0,Briza maxima,A,G,N,N,N,N,N,N,N
BRIMAX,5/30/17,2017,150,DPN3,DP,N,FR,FR,0,0,0,Briza maxima,A,G,N,N,N,N,N,N,N
BRIMAX,6/12/17,2017,163,DPN2,DP,N,FR,FR,0,0,0,Briza maxima,A,G,N,N,N,N,N,N,N
BRIMAX,5/13/17,2017,133,DPN1,DP,N,FL,FL,179,179,0,Briza maxima,A,G,N,N,N,N,N,N,N
BRIMAX,5/3/17,2017,123,TPN1,TP,N,FL,FL,6,6,0,Briza maxima,A,G,N,N,N,N,N,N,N
BRIMAX,4/16/18,2018,106,DPN3,DP,N,"B,FL",B,5,5,0,Briza maxima,A,G,N,N,N,N,N,N,N
BRIMAX,5/26/16,2016,147,DPN1,DP,N,"FL, FR",FR,158,0,158,Briza maxima,A,G,N,N,N,N,N,N,N
BRIMAX,4/6/16,2016,97,DPN3,DP,N,"B, FL",B,3,3,0,Briza maxima,A,G,N,N,N,N,N,N,N
BRIMAX,5/11/16,2016,132,DPN1,DP,N,FL,FL,110,110,0,Briza maxima,A,G,N,N,N,N,N,N,N
BRIMAX,6/9/15,2015,160,DPN2,DP,N,FR,FR,9,0,9,Briza maxima,A,G,N,N,N,N,N,N,N
BRIMAX,5/8/18,2018,128,DPN3,DP,N,FL,FL,56,56,0,Briza maxima,A,G,N,N,N,N,N,N,N
BRIMAX,5/17/18,2018,137,TPN1,TP,N,FL,FL,1,1,0,Briza maxima,A,G,N,N,N,N,N,N,N
BRIMAX,5/1/15,2015,121,DPN3,DP,N,FL,FL,78,78,0,Briza maxima,A,G,N,N,N,N,N,N,N
BRIMAX,6/12/17,2017,163,TPN1,TP,N,FR,FR,0,0,0,Briza maxima,A,G,N,N,N,N,N,N,N
BRIMAX,4/10/17,2017,100,DPN3,DP,N,"B,FL",B,3,3,0,Briza maxima,A,G,N,N,N,N,N,N,N
BRIMAX,3/30/15,2015,89,DPN3,DP,N,"B, FL",FL,2,2,0,Briza maxima,A,G,N,N,N,N,N,N,N
BRIMAX,6/17/17,2017,168,DPN1,DP,N,FR,FR,0,0,0,Briza maxima,A,G,N,N,N,N,N,N,N
BRIMAX,6/6/17,2017,157,DPN2,DP,N,FR,FR,0,0,0,Briza maxima,A,G,N,N,N,N,N,N,N
BRIMAX,5/4/16,2016,125,DPN3,DP,N,FL,FL,87,87,0,Briza maxima,A,G,N,N,N,N,N,N,N
BRIMAX,5/24/18,2018,144,DPN1,DP,N,"FL, FR",FR,110,3,107,Briza maxima,A,G,N,N,N,N,N,N,N
BRIMAX,3/24/17,2017,83,DPN1,DP,N,NA,NA,0,0,0,Briza maxima,A,G,N,N,N,N,N,N,N
BRIMAX,6/17/17,2017,168,DPN2,DP,N,FR,FR,0,0,0,Briza maxima,A,G,N,N,N,N,N,N,N
BRIMAX,6/1/16,2016,153,DPN1,DP,N,FR,FR,145,0,145,Briza maxima,A,G,N,N,N,N,N,N,N
BRIMAX,6/1/16,2016,153,TPN1,TP,N,FR,FR,1,0,1,Briza maxima,A,G,N,N,N,N,N,N,N
BRIMAX,5/22/17,2017,142,DPN2,DP,N,FR,FR,51,0,51,Briza maxima,A,G,N,N,N,N,N,N,N
BRIMAX,5/13/17,2017,133,DPN3,DP,N,FL,FL,183,183,0,Briza maxima,A,G,N,N,N,N,N,N,N
BRIMAX,6/1/16,2016,153,DPN2,DP,N,FR,FR,9,0,9,Briza maxima,A,G,N,N,N,N,N,N,N
BRIMAX,4/19/16,2016,110,TPN1,TP,N,FL,FL,1,1,0,Briza maxima,A,G,N,N,N,N,N,N,N
BRIMAX,5/30/17,2017,150,DPN1,DP,N,FR,FR,0,0,0,Briza maxima,A,G,N,N,N,N,N,N,N
BRIMAX,4/28/17,2017,118,DPN2,DP,N,FL,FL,13,13,0,Briza maxima,A,G,N,N,N,N,N,N,N
BRIMAX,6/27/17,2017,178,DPN3,DP,N,FR,FR,0,0,0,Briza maxima,A,G,N,N,N,N,N,N,N
BRIMAX,3/24/17,2017,83,DPN3,DP,N,NA,NA,0,0,0,Briza maxima,A,G,N,N,N,N,N,N,N
BRIMAX,4/4/15,2015,94,DPN3,DP,N,FL,FL,11,11,0,Briza maxima,A,G,N,N,N,N,N,N,N
BRIMAX,5/4/16,2016,125,DPN2,DP,N,FL,FL,17,17,0,Briza maxima,A,G,N,N,N,N,N,N,N
BRIMAX,5/1/18,2018,121,DPN2,DP,N,FL,FL,7,7,0,Briza maxima,A,G,N,N,N,N,N,N,N
BRIMAX,5/22/17,2017,142,DPN3,DP,N,FR,FR,154,0,154,Briza maxima,A,G,N,N,N,N,N,N,N
BRIMAX,4/20/17,2017,110,TPN1,TP,N,"B,FL",B,2,2,0,Briza maxima,A,G,N,N,N,N,N,N,N
BRIMAX,6/30/16,2016,182,DPN3,DP,N,FR,FR,0,0,0,Briza maxima,A,G,N,N,N,N,N,N,N
BRIMAX,5/20/15,2015,140,DPN3,DP,N,FR,FR,73,0,73,Briza maxima,A,G,N,N,N,N,N,N,N
BRIMAX,5/8/18,2018,128,DPN2,DP,N,FL,FL,8,8,0,Briza maxima,A,G,N,N,N,N,N,N,N
BRIMAX,5/1/18,2018,121,TPN1,TP,N,"B,FL",FL,1,1,0,Briza maxima,A,G,N,N,N,N,N,N,N
BRIMAX,6/27/17,2017,178,DPN1,DP,N,FR,FR,0,0,0,Briza maxima,A,G,N,N,N,N,N,N,N
BRIMAX,6/6/17,2017,157,DPN3,DP,N,FR,FR,0,0,0,Briza maxima,A,G,N,N,N,N,N,N,N
BRIMAX,5/3/17,2017,123,DPN2,DP,N,FL,FL,38,38,0,Briza maxima,A,G,N,N,N,N,N,N,N
